11,0.00164258,0.00081482,0.000501475,0.00073293,0.000629883,0.000499836,
21,0.0150625,0.00754944,0.00592928,0.00601285,0.00627616,0.00727297,
51,0.51999,0.263821,0.172655,0.177642,0.174033,0.232135,
101,8.18072,4.08368,2.67269,2.66565,2.66012,3.54949,
201,129.248,65.7945,42.9165,42.555,41.8109,53.8304,
