10,0,0.000458817,0.000757951,0.0011669,0.00202459,0,0,0
100,0.000498671,0.000538563,0.000678181,0.00122672,0.00223404,0.000299181,0.000229389,0.000249333
200,0.00335103,0.00137632,0.00129644,0.00149602,0.00235363,0.00169579,0.00147567,0.0014874
400,0.0358895,0.00673925,0.00561073,0.00513847,0.00536574,0.0150011,0.0114139,0.0118282
700,0.266423,0.0321148,0.0199102,0.0164055,0.0174836,0.0763692,0.0586826,0.057834
1000,0.832574,0.0928282,0.0516646,0.0429356,0.0445213,0.243651,0.199815,0.176935
