100,0.000519967,0.000279658,0.000199999,0.000319986,0.000719965
200,0.00324027,0.00167972,0.00152041,0.0015597,0.00616035
400,0.0366003,0.01412,0.0125206,0.0114403,0.0499599
700,0.261439,0.0784807,0.0617713,0.0599728,0.264406
1000,0.857207,0.224529,0.19213,0.184894,0.790207
