10,9.962e-006,0.00018951,0.000239333,0.000438815,0.000837789,
500,0.00085375,0.000919517,0.00104261,0.0011006,0.0016291,
1500,0.00930541,0.00584776,0.00399959,0.00322155,0.00340169,
2500,0.024881,0.0148359,0.00974892,0.00887125,0.00831006,
3500,0.0529158,0.0295019,0.0185694,0.0155143,0.0158968,
5000,0.104741,0.0604027,0.0392988,0.0316825,0.0300092,
